Evaluacion,Grado10,Grado20,Grado30,Grado40,Grado50,Grado60,Grado70,Grado80,Grado90,Grado100,Grado110,Grado120,Grado130,Grado140,Grado150,Grado160,Grado170,Grado180,Grado190,Grado200,Grado210,Grado220,Grado230,Grado240,Grado250,Grado260,Grado270,Grado280,Grado290,Grado300,Grado310,Grado320,Grado330,Grado340,Grado350,Grado360,Grado370,Grado380,Grado390,Grado400,Grado410,Grado420,Grado430,Grado440,Grado450,Grado460,Grado470,Grado480,Grado490,Grado500,Grado510,Grado520,Grado530,Grado540,Grado550,Grado560,Grado570,Grado580,Grado590,Grado600,Grado610,Grado620,Grado630,Grado640,Grado650,Grado660,Grado670,Grado680,Grado690,Grado700,Grado710,Grado720,Grado730,Grado740,Grado750,Grado760,Grado770,Grado780,Grado790,Grado800,Grado810,Grado820,Grado830,Grado840,Grado850,Grado860,Grado870,Grado880,Grado890,Grado900,Grado910,Grado920,Grado930,Grado940,Grado950,Grado960,Grado970,Grado980,Grado990,Grado1000
33,500,900,1600,2700,4000,9500,7700,17200,19100,25800,30800,22400,26400,37400,45300,39700,44800,62500,64400,61900,78900,82500,93700,89500,97200,117800,130900,122300,140700,141100,157900,168400,176100,181100,196300,207900,214900,231000,245400,251800,264700,282000,295500,309300,323600,338200,353100,368600,383800,399900,424900,433000,454400,466100,483700,520300,526700,538400,556800,579600,595600,615600,640300,659200,682100,700700,725600,744000,766300,788800,814400,861500,857600,880700,904500,933400,959300,979400,987000,1.0347e+06,1.0344e+06,1.0855e+06,1.146e+06,1.157e+06,1.167e+06,1.1788e+06,1.2225e+06,1.2318e+06,1.2758e+06,1.2872e+06,1.3117e+06,1.3704e+06,1.3798e+06,1.5238e+06,1.4543e+06,1.4853e+06,1.5058e+06,1.5094e+06,1.5629e+06,1.6182e+06
34,400,800,1700,2800,4100,10500,7900,10300,12900,15700,19100,22500,32300,33400,49200,42900,46300,53600,56500,61900,69400,75000,82300,89500,97200,109800,113600,122300,131400,140700,154400,160300,174600,181300,196400,207500,215000,230900,243300,251800,264700,282100,295500,309900,323600,338200,355200,393400,420100,413900,419800,439200,498300,497400,501000,523800,562200,540100,565000,734600,607400,632100,647600,678100,695800,705100,790400,745200,772300,789900,812400,839700,871100,888200,915900,1.2325e+06,1.0272e+06,1.0287e+06,1.3511e+06,1.1191e+06,1.1786e+06,1.1809e+06,1.2888e+06,1.2246e+06,1.2277e+06,1.4535e+06,1.3188e+06,1.4167e+06,1.5318e+06,1.3976e+06,1.486e+06,1.4527e+06,1.4171e+06,1.5799e+06,1.6447e+06,1.574e+06,1.6788e+06,1.8816e+06,1.7618e+06,1.8747e+06
35,600,1300,2900,12000,7100,8200,10800,17500,13000,18200,19400,22800,26400,30500,41900,39800,44800,50200,55900,67500,68400,75200,82200,94100,97300,133800,131600,168600,151200,144900,165100,165600,191200,187800,207700,210700,222800,232000,258600,251900,264800,282200,295700,311500,323800,338400,353400,368700,384000,400200,419500,432600,449500,479700,739900,520000,579600,701800,558500,576200,599000,619000,663500,655800,664500,702900,723300,744200,766000,788600,815700,836400,864100,862200,909300,929700,979700,983500,1.0087e+06,1.0299e+06,1.0589e+06,1.086e+06,1.1129e+06,1.1319e+06,1.1537e+06,1.1969e+06,1.2057e+06,1.273e+06,1.2663e+06,1.3113e+06,1.3365e+06,1.3611e+06,1.3989e+06,1.4243e+06,1.7494e+06,1.5693e+06,1.5351e+06,1.5485e+06,1.565e+06,1.6038e+06
36,300,800,1600,2800,4100,5900,7900,10200,12700,15700,18900,22500,26300,30400,35000,39600,54100,52600,70000,172400,178700,193800,242100,231000,261900,277300,308300,311100,345300,376500,380000,409600,417700,381300,475400,498600,515700,499100,685200,444600,782300,902000,847700,747200,639900,579800,602800,628500,660700,855300,885900,736600,775300,1.0843e+06,1.1086e+06,922100,893700,1.0958e+06,1.3434e+06,1.1916e+06,1.2909e+06,1.7309e+06,1.7273e+06,1.204e+06,1.5248e+06,1.3662e+06,1.2431e+06,1.295e+06,1.4391e+06,1.4814e+06,1.5466e+06,1.537e+06,1.4707e+06,1.5215e+06,1.6327e+06,1.9886e+06,2.0012e+06,2.0826e+06,2.1504e+06,2.6467e+06,2.4091e+06,2.3686e+06,2.3427e+06,1.9186e+06,1.9893e+06,2.0342e+06,2.2028e+06,2.7711e+06,2.6236e+06,2.8585e+06,2.8421e+06,2.9131e+06,3.0313e+06,3.0534e+06,3.1324e+06,3.1182e+06,3.3046e+06,3.2575e+06,3.1682e+06,3.1573e+06
37,800,1800,3300,5100,7600,10200,13700,17700,22100,41400,32600,38800,45000,52000,59600,67500,76200,85600,95400,105500,116200,139000,143300,154600,253700,192200,193000,207800,274100,239200,273200,272400,298700,308100,326800,354200,365500,394100,414700,435900,450000,491400,511400,529300,551000,575000,600400,626100,652500,685800,707100,714400,765500,792300,822600,866700,919500,981900,975900,988200,1.019e+06,1.0461e+06,1.0353e+06,1.1243e+06,1.1564e+06,1.2401e+06,1.3065e+06,1.346e+06,1.3616e+06,1.3429e+06,1.491e+06,1.5841e+06,1.5299e+06,1.5061e+06,2.1569e+06,2.2501e+06,1.6398e+06,1.6731e+06,1.7158e+06,1.7595e+06,1.9244e+06,2.1242e+06,2.189e+06,2.2147e+06,2.1861e+06,2.2553e+06,2.3832e+06,2.3807e+06,2.3312e+06,2.5401e+06,2.6239e+06,2.6157e+06,2.3143e+06,2.7631e+06,2.867e+06,2.99e+06,3.2598e+06,3.3065e+06,3.3181e+06,2.9943e+06
38,600,2100,3800,6100,9000,12700,17000,12700,18200,27800,33600,39800,45800,52400,59700,67600,76200,85300,95100,105400,116300,127700,139700,152200,172600,179000,193100,214700,223200,246100,255500,284200,305300,308700,336100,355600,365600,393900,405100,449700,461200,485600,506900,528200,564800,760300,800400,642000,654000,696200,713600,740500,770500,794200,809300,859000,883100,920800,952500,979500,1.0186e+06,1.0519e+06,1.0767e+06,1.1242e+06,1.1571e+06,1.1915e+06,1.2063e+06,1.2695e+06,1.3047e+06,1.3489e+06,1.3831e+06,1.6698e+06,1.4747e+06,1.5663e+06,1.5469e+06,1.5598e+06,1.6215e+06,1.8107e+06,1.7716e+06,1.9127e+06,1.8078e+06,1.8451e+06,1.8892e+06,1.9408e+06,1.9832e+06,2.0604e+06,2.4418e+06,2.8927e+06,2.1524e+06,2.6585e+06,2.4111e+06,2.8666e+06,3.0944e+06,3.4575e+06,3.1775e+06,3.7256e+06,3.6382e+06,3.5282e+06,3.4492e+06,3.5161e+06
39,1000,2400,4200,6600,9700,18200,28100,24500,28100,33800,45000,52400,60100,65200,74300,84300,95000,106700,118800,131600,152900,170100,174500,146300,166800,180400,194800,208500,223600,239000,255500,272500,290000,308000,326800,345900,365700,386000,421100,438900,457600,472800,496300,519200,543300,568100,593500,619300,645700,672300,711600,736500,770100,792700,829100,852500,892000,849900,1.0706e+06,989200,1.0883e+06,1.117e+06,1.3635e+06,1.4098e+06,1.1505e+06,1.1932e+06,1.2298e+06,1.5102e+06,1.5236e+06,1.4615e+06,1.3839e+06,1.4166e+06,1.4646e+06,1.497e+06,1.561e+06,1.582e+06,1.6164e+06,1.6623e+06,1.7223e+06,1.9619e+06,2.0172e+06,1.9002e+06,2.1227e+06,1.9904e+06,2.0229e+06,2.0938e+06,2.0819e+06,2.1348e+06,2.182e+06,2.2237e+06,2.2891e+06,2.3278e+06,2.3797e+06,2.4383e+06,2.4888e+06,2.5337e+06,2.5883e+06,2.6468e+06,2.7082e+06,3.323e+06
40,800,1900,3600,6100,9700,14200,17000,21900,27400,33700,40700,48200,56200,64700,73900,96000,95000,60600,91300,100900,100500,143400,140400,152700,175800,179100,193200,215900,223400,247600,255500,284900,290000,315000,326600,346800,376800,394700,406700,428000,457100,467900,508600,535800,545700,569200,594500,620500,646700,905400,711500,738300,765100,800500,823500,861600,880300,922000,953400,979700,1.0188e+06,1.0522e+06,1.0696e+06,1.1305e+06,1.3697e+06,1.1966e+06,1.2427e+06,1.2651e+06,1.3024e+06,1.3402e+06,1.3789e+06,1.4184e+06,1.465e+06,1.4984e+06,1.5385e+06,1.5987e+06,1.6286e+06,1.665e+06,1.7129e+06,1.7571e+06,1.7948e+06,1.8468e+06,1.902e+06,1.9409e+06,1.9826e+06,2.0358e+06,2.0794e+06,2.131e+06,2.7572e+06,2.5805e+06,2.5406e+06,2.6395e+06,2.7216e+06,2.7238e+06,3.0407e+06,3.139e+06,3.2395e+06,3.4528e+06,3.425e+06,3.4528e+06
41,800,2400,3300,5100,9600,12900,17100,21800,27500,33500,40500,48000,56000,64600,74100,84200,95100,106500,118700,131500,145400,159400,174500,190300,206700,223500,241400,305400,194600,240700,281200,275800,302600,309100,336800,355100,366900,395200,415900,437500,451200,482200,504900,528400,552500,577200,693100,633600,655600,694000,716200,737700,774100,796100,822800,852600,889400,953500,961700,990900,1.0157e+06,1.0532e+06,1.0864e+06,1.121e+06,1.1557e+06,1.1918e+06,1.228e+06,1.2662e+06,1.3055e+06,1.3429e+06,1.3874e+06,1.4199e+06,1.507e+06,1.8107e+06,1.8874e+06,1.9964e+06,1.733e+06,1.831e+06,1.9488e+06,1.8273e+06,1.8511e+06,1.8543e+06,1.8928e+06,1.9383e+06,2.3352e+06,2.4489e+06,2.4939e+06,2.6491e+06,2.6403e+06,2.5945e+06,2.5585e+06,2.739e+06,2.7761e+06,2.8177e+06,2.7609e+06,2.8953e+06,2.8165e+06,3.0405e+06,2.7187e+06,2.7542e+06
42,700,1400,3700,5800,8600,9900,13400,17500,23200,27800,33500,39900,45600,52400,59600,82000,76200,101800,95800,106000,116300,138300,139900,152200,165200,178900,193600,216200,223200,246800,255600,283700,289900,316400,326700,358400,378600,371100,414800,428100,457300,479500,538700,526500,550200,576100,600400,625900,652500,679600,707100,741600,764100,792600,832200,852700,889200,920000,953400,985100,1.0124e+06,1.052e+06,1.0865e+06,1.1206e+06,1.1561e+06,1.1915e+06,1.2451e+06,1.2672e+06,1.3086e+06,1.3467e+06,1.379e+06,1.4177e+06,1.4639e+06,1.498e+06,1.5468e+06,1.5888e+06,1.6118e+06,1.6723e+06,1.7152e+06,1.7583e+06,1.8025e+06,1.8471e+06,1.8925e+06,2.1256e+06,1.9868e+06,2.0377e+06,2.0797e+06,2.1372e+06,2.1765e+06,2.2332e+06,2.2914e+06,2.341e+06,2.3914e+06,2.528e+06,3.154e+06,4.0431e+06,3.2391e+06,3.4689e+06,3.6194e+06,3.3723e+06
43,800,2200,4100,6700,9000,12800,17100,22000,27300,33700,44800,49800,60400,53600,60600,67900,76200,85300,118300,105700,116300,127700,139700,152200,165300,186800,193300,208000,223400,241800,255800,272800,301800,308500,335100,346300,374200,394100,407100,428500,458600,481000,520200,527600,551600,576700,602500,627600,769000,690200,709700,735500,763800,774600,822400,852300,889300,914500,946600,985300,1.0127e+06,794800,1.1e+06,1.123e+06,1.1583e+06,1.204e+06,1.2177e+06,1.2575e+06,1.3163e+06,1.3393e+06,1.3784e+06,1.4158e+06,1.4644e+06,1.4957e+06,1.5432e+06,1.5845e+06,1.6284e+06,1.6702e+06,1.7142e+06,1.7639e+06,1.8033e+06,1.8951e+06,2.3613e+06,2.3409e+06,2.3361e+06,2.4024e+06,2.6238e+06,2.66e+06,2.8221e+06,2.624e+06,2.6171e+06,2.5675e+06,2.6275e+06,2.7614e+06,2.8084e+06,2.8289e+06,3.0832e+06,3.0481e+06,3.0773e+06,2.7802e+06
44,600,1500,2900,4700,7000,10000,13400,26600,21700,26900,32500,38600,45100,51800,59400,67500,76000,85200,118700,131600,156400,159500,174600,190100,217700,223700,262500,261900,411200,252700,256100,282800,290000,316600,326700,354000,374300,386400,415300,436000,458400,472700,495800,527300,551100,576000,601500,627500,701100,794500,886300,971600,964400,993500,982900,1.076e+06,1.0782e+06,1.1305e+06,1.2631e+06,995900,1.042e+06,1.2354e+06,1.1867e+06,1.1241e+06,1.1564e+06,1.1917e+06,1.2283e+06,1.2896e+06,1.3142e+06,1.3444e+06,1.3869e+06,1.4871e+06,1.8219e+06,1.82e+06,1.88e+06,1.9319e+06,2.0305e+06,2.0903e+06,2.1434e+06,2.1988e+06,2.2558e+06,2.3489e+06,2.3793e+06,2.4375e+06,2.4953e+06,2.6782e+06,2.7128e+06,2.6389e+06,2.721e+06,2.8384e+06,2.8905e+06,2.7605e+06,2.8896e+06,2.7773e+06,2.6959e+06,2.5467e+06,2.5946e+06,2.6853e+06,3.4104e+06,3.4552e+06
45,1300,2200,4600,5500,7400,10200,13600,17400,21800,26900,32300,38400,44900,51700,44300,67400,77400,85200,94900,105300,116300,127700,139500,160400,165300,178900,200400,208000,223200,246000,239100,272600,299700,315000,326600,352700,365700,393300,413500,435500,450000,479800,502300,527100,551400,575400,600200,625900,652500,715000,707500,734500,763800,799000,822200,858800,883400,921100,951000,985800,1.0276e+06,1.0467e+06,1.0888e+06,1.1213e+06,1.1563e+06,1.1919e+06,1.2279e+06,1.2646e+06,1.3082e+06,1.3452e+06,1.3797e+06,1.4241e+06,1.4602e+06,1.5049e+06,1.5389e+06,1.5869e+06,1.6276e+06,1.6721e+06,1.5483e+06,1.7599e+06,1.7815e+06,1.8229e+06,1.872e+06,1.9587e+06,1.9837e+06,2.0284e+06,2.0819e+06,2.1323e+06,2.1732e+06,2.2288e+06,2.2782e+06,2.3091e+06,2.3324e+06,2.428e+06,2.4793e+06,2.5352e+06,2.5838e+06,2.6518e+06,3.0143e+06,3.2888e+06
46,600,1500,3400,5800,8700,12500,16700,21700,27300,33400,52500,47900,56100,64800,61500,68100,91800,85300,95100,149600,107400,143400,141400,152900,165900,179000,193100,217100,223400,239200,255700,272700,297200,315100,326800,352700,381900,396200,406600,440900,457600,481100,502800,519400,543300,575000,600300,626200,653000,679500,707200,735000,770200,806800,822500,853800,884500,921500,952800,979300,1.019e+06,1.0523e+06,1.0948e+06,1.1234e+06,1.1567e+06,1.1952e+06,1.2585e+06,1.2829e+06,1.3244e+06,1.3476e+06,1.3802e+06,1.5995e+06,1.7814e+06,2.0595e+06,1.9374e+06,1.9849e+06,2.0412e+06,2.1413e+06,2.1441e+06,2.2116e+06,2.1086e+06,2.1276e+06,2.1471e+06,1.9653e+06,2.2011e+06,2.1629e+06,2.435e+06,2.346e+06,2.3188e+06,2.3009e+06,2.4388e+06,2.4758e+06,2.5399e+06,2.4602e+06,2.4564e+06,2.5491e+06,2.6879e+06,2.7923e+06,2.7772e+06,2.7848e+06
47,600,1600,3300,5000,7500,10300,13800,17600,22000,26900,46600,38200,44700,51900,59400,67400,76000,95000,95100,105400,116200,127600,146900,152200,165300,186000,193000,207900,230200,239100,262400,272300,296900,308000,328300,358500,377300,393200,414300,428200,447300,470000,491900,526000,554600,569800,595600,621500,644800,676000,704500,730800,759900,789600,823000,826100,879100,918200,944600,973900,1.0185e+06,1.0517e+06,1.0854e+06,1.109e+06,1.1476e+06,1.1861e+06,1.2267e+06,1.2648e+06,1.3014e+06,1.3395e+06,1.3829e+06,1.415e+06,1.4561e+06,1.5014e+06,1.5477e+06,1.5785e+06,1.6311e+06,1.6667e+06,1.7083e+06,1.7632e+06,2.166e+06,2.2222e+06,2.4155e+06,2.3418e+06,2.3431e+06,2.3904e+06,2.4468e+06,2.5307e+06,2.6423e+06,2.5968e+06,2.6574e+06,2.3869e+06,2.5554e+06,2.8731e+06,3.1194e+06,3.1842e+06,3.2516e+06,3.3233e+06,3.3803e+06,3.3855e+06
48,800,1800,4000,6800,9300,12800,17000,21700,27300,33600,40400,48100,56000,64700,74000,85000,94900,106500,118800,131600,145200,159400,174100,178900,196200,195700,194700,209500,237900,239500,264200,272300,297200,307900,333900,348100,373900,385900,416100,437200,457300,472800,503200,526600,551600,575900,600800,626700,652700,679900,707200,735100,767900,799500,822600,858500,883300,923300,952200,985900,1.0182e+06,1.0524e+06,1.08e+06,1.1141e+06,1.1731e+06,1.1989e+06,1.234e+06,1.2667e+06,1.3031e+06,1.3618e+06,1.4005e+06,1.5747e+06,1.7832e+06,1.8496e+06,1.8573e+06,1.9155e+06,1.9827e+06,1.9724e+06,1.9551e+06,2.0824e+06,1.9923e+06,2.0853e+06,2.1115e+06,2.0855e+06,2.1992e+06,2.2464e+06,2.2534e+06,2.3297e+06,2.1902e+06,2.2582e+06,2.293e+06,2.3296e+06,2.4134e+06,2.515e+06,2.8524e+06,2.9712e+06,3.0487e+06,3.3473e+06,3.3735e+06,3.4494e+06
49,700,2500,4500,6700,9700,13400,17600,22800,28200,34400,54400,48700,61100,67100,75300,103300,95400,106600,119000,131700,162300,159800,174700,190300,220800,224000,241600,259800,297800,325800,319400,352000,362500,396400,408200,432200,469000,482600,508600,786300,575200,602500,631000,660300,691300,684100,669300,697800,754600,885900,977400,972400,964300,993000,1.0303e+06,1.0739e+06,1.0716e+06,1.1894e+06,1.311e+06,1.2346e+06,1.3569e+06,1.3309e+06,1.3732e+06,1.4317e+06,2.9028e+06,1.5068e+06,1.5895e+06,1.5852e+06,1.6867e+06,1.6875e+06,1.8182e+06,1.744e+06,1.8376e+06,1.8951e+06,1.8788e+06,1.936e+06,1.6535e+06,1.8494e+06,1.9596e+06,2.0108e+06,1.9639e+06,1.8572e+06,1.8966e+06,1.9388e+06,1.9901e+06,2.0304e+06,2.0873e+06,2.1263e+06,2.1785e+06,2.3628e+06,2.329e+06,2.8069e+06,2.6971e+06,2.746e+06,2.678e+06,2.8196e+06,2.6005e+06,2.6459e+06,2.719e+06,2.9191e+06
50,900,2200,3000,2800,4300,10300,8100,12600,36000,20600,26000,28400,39400,46700,49200,62000,85200,79700,89700,99900,111700,128800,131300,152300,172600,180600,226200,208400,240700,239200,264000,277500,297500,308100,333700,346000,372800,393200,406700,428300,456900,481600,502600,526500,550500,575500,600600,629800,654000,685900,732500,736900,765600,793800,823900,915500,1.0208e+06,916300,955000,986800,1.0134e+06,1.0536e+06,1.1239e+06,1.1346e+06,1.1594e+06,1.1918e+06,1.2279e+06,1.2643e+06,1.3023e+06,1.3465e+06,1.3803e+06,1.423e+06,1.4636e+06,1.498e+06,1.5448e+06,1.5896e+06,1.6287e+06,1.6704e+06,1.7136e+06,1.7896e+06,1.8017e+06,1.8464e+06,1.8919e+06,1.9374e+06,1.9831e+06,2.0301e+06,2.082e+06,2.1254e+06,2.1963e+06,2.2311e+06,2.2806e+06,2.3246e+06,2.4346e+06,2.444e+06,2.4944e+06,2.5455e+06,2.6156e+06,2.6485e+06,2.7053e+06,2.7531e+06
51,700,1900,3800,6100,8500,11500,14700,18800,23500,27900,33200,38700,45300,51900,59600,79200,76100,87900,111900,107300,117600,129100,151400,153900,166900,189700,194600,209300,234100,239100,264500,272300,298700,308000,336000,354700,365500,386400,406600,428100,449900,472600,496100,535400,559900,599000,609500,634500,655400,686200,744000,740100,764100,799000,785300,850500,891400,915000,952700,979200,1.0191e+06,1.0523e+06,1.084e+06,1.1188e+06,1.1576e+06,1.1929e+06,1.2281e+06,1.2688e+06,1.3028e+06,1.3505e+06,1.3856e+06,1.4184e+06,1.4386e+06,1.4966e+06,1.5424e+06,1.577e+06,1.5846e+06,1.6712e+06,1.7144e+06,1.7582e+06,1.8043e+06,1.8477e+06,1.8926e+06,2.1191e+06,2.3975e+06,3.1406e+06,2.3803e+06,2.4594e+06,2.6044e+06,2.8955e+06,3.4621e+06,3.1907e+06,3.2899e+06,3.3572e+06,4.3681e+06,3.3272e+06,3.2804e+06,3.2584e+06,3.1284e+06,2.9825e+06
52,600,1700,3300,5000,7300,10300,13800,17600,22000,27100,32700,38500,45000,49800,75200,78800,76000,85400,95200,105400,124000,127800,128000,152300,174700,179100,193200,216200,223200,246300,255600,279400,290000,314900,326800,352800,372700,385900,413900,435100,457100,472600,496000,526100,550200,575100,602200,608300,662700,680000,707400,735300,771000,793500,823000,859400,883600,922900,1.0742e+06,988100,1.023e+06,1.0512e+06,1.0865e+06,1.1152e+06,1.1535e+06,1.1872e+06,1.226e+06,1.264e+06,1.3089e+06,1.3367e+06,1.3743e+06,1.416e+06,1.507e+06,1.5007e+06,1.5466e+06,1.8349e+06,1.9595e+06,2.0183e+06,2.0754e+06,1.845e+06,2.0428e+06,2.0089e+06,2.162e+06,2.1564e+06,2.2498e+06,2.3071e+06,2.3679e+06,2.4058e+06,2.7159e+06,2.8527e+06,2.8984e+06,3.0481e+06,3.0087e+06,3.103e+06,3.348e+06,3.2455e+06,3.3141e+06,3.4444e+06,3.4367e+06,3.5222e+06
53,1200,2400,4900,5000,21500,10400,13700,17700,22100,27100,32700,38700,44800,51900,59400,76200,62100,85200,95200,105400,125100,127700,139600,152200,172500,179000,193100,215000,223200,246000,255500,281200,302200,300500,327300,345900,372700,385900,413800,434900,457400,479400,497300,519800,544200,576900,601500,627000,653500,681000,752900,741100,853300,794300,1.0388e+06,1.031e+06,1.0973e+06,1.1351e+06,1.1516e+06,1.2149e+06,1.2652e+06,1.3797e+06,1.0872e+06,1.1199e+06,1.1535e+06,1.1787e+06,1.2239e+06,1.2626e+06,1.3006e+06,1.3436e+06,1.3766e+06,1.4112e+06,1.4694e+06,1.7179e+06,1.7992e+06,1.7894e+06,1.6634e+06,1.6984e+06,1.7243e+06,1.7706e+06,1.801e+06,1.8451e+06,1.8904e+06,1.9364e+06,1.9825e+06,2.0293e+06,2.1124e+06,2.1306e+06,2.179e+06,2.2233e+06,2.2786e+06,2.3233e+06,2.4283e+06,2.6348e+06,3.1197e+06,3.2405e+06,2.9326e+06,3.0187e+06,3.2024e+06,3.3071e+06
54,1200,2300,4200,5200,7700,10500,28400,17400,22000,27000,32600,38500,44800,51900,59400,67400,76200,85300,95100,105400,116300,127700,139700,152100,172600,178900,194800,209500,235100,239400,294800,272500,299000,308000,334800,353700,365700,393800,416000,428200,450000,480200,503700,526900,551500,576100,609700,654900,653800,680700,886400,921000,956700,1.0014e+06,1.0162e+06,1.0258e+06,1.107e+06,1.1015e+06,1.0912e+06,1.0126e+06,1.0737e+06,1.1785e+06,1.0979e+06,1.1235e+06,1.1568e+06,1.1921e+06,1.2279e+06,1.2673e+06,1.3037e+06,1.3404e+06,1.3828e+06,1.4179e+06,1.4639e+06,1.4999e+06,1.5448e+06,1.5859e+06,1.6482e+06,1.671e+06,1.7141e+06,1.7409e+06,1.8236e+06,1.8506e+06,1.891e+06,1.943e+06,1.9895e+06,2.0308e+06,2.0813e+06,2.1258e+06,2.187e+06,2.255e+06,2.2722e+06,2.3231e+06,2.3901e+06,2.4332e+06,2.4835e+06,2.5564e+06,2.5875e+06,2.6475e+06,2.7006e+06,2.7551e+06
55,600,1400,2700,4600,7100,9900,13300,17200,21800,27000,32500,38600,44800,51800,59400,67500,83900,85300,95000,105400,116300,136600,139700,152300,172300,179100,193300,214800,223200,246200,255400,270100,411000,320200,327100,354400,373400,386100,424700,436100,458200,472800,503800,527100,551300,575800,601400,627100,659900,680500,751600,819200,771900,880400,1.0041e+06,1.0333e+06,1.0714e+06,1.1393e+06,1.1233e+06,1.1062e+06,1.201e+06,1.2855e+06,1.4543e+06,1.3939e+06,1.3931e+06,1.4697e+06,1.4831e+06,1.4711e+06,1.5937e+06,1.5587e+06,1.4729e+06,1.5533e+06,1.6234e+06,1.6736e+06,1.7122e+06,1.7641e+06,1.6291e+06,1.7264e+06,1.8492e+06,1.9892e+06,2.0188e+06,2.0959e+06,1.8952e+06,2.118e+06,2.2416e+06,2.2414e+06,2.2894e+06,2.3318e+06,2.5392e+06,2.5379e+06,2.6063e+06,2.9003e+06,2.8478e+06,2.9098e+06,3.0281e+06,3.0395e+06,3.0348e+06,3.0032e+06,2.9807e+06,2.9669e+06
56,700,1800,3200,5100,7400,10200,13600,17500,21900,26800,47000,38200,44900,51900,59500,67500,76100,94100,95200,114100,118100,128200,140100,152100,165400,178900,193200,207800,223200,243100,255500,272600,299300,308100,333700,346000,372700,393100,406500,437200,459700,480000,502900,530800,550400,575000,600800,626500,653100,670800,710300,741800,763500,792400,828500,861800,889700,915000,953500,979600,1.0121e+06,1.0522e+06,1.0863e+06,1.1091e+06,1.1412e+06,1.1764e+06,1.2146e+06,1.2684e+06,1.3073e+06,1.3411e+06,1.3855e+06,1.4179e+06,1.4575e+06,1.4803e+06,1.5372e+06,1.5838e+06,1.6259e+06,1.6999e+06,1.7082e+06,1.759e+06,1.8481e+06,2.2973e+06,2.3389e+06,2.2727e+06,2.2096e+06,2.2527e+06,2.2349e+06,2.3315e+06,2.5809e+06,2.7905e+06,2.7385e+06,2.9253e+06,2.9916e+06,3.0193e+06,3.1066e+06,3.1762e+06,2.9695e+06,3.1487e+06,3.0635e+06,2.7596e+06
